id,candidato,fecha
2552,2,2019-02-19T18:04:45.343416
2553,17,2019-02-19T18:04:45.398325
2557,10,2019-02-19T18:04:52.075342
2559,17,2019-02-19T18:04:53.142857
2570,2,2019-02-19T18:05:08.830335
2573,1,2019-02-19T18:05:14.703665
2574,4,2019-02-19T18:05:14.748300
2576,17,2019-02-19T18:05:16.020097
2585,9,2019-02-19T18:05:29.023818
2589,17,2019-02-19T18:05:33.555997
2590,4,2019-02-19T18:05:34.695728
2599,18,2019-02-19T18:05:53.142904
2602,18,2019-02-19T18:05:57.906698
2604,9,2019-02-19T18:06:00.761355
2607,4,2019-02-19T18:06:09.535171
2608,3,2019-02-19T18:06:09.997939
2611,2,2019-02-19T18:06:16.063567
2614,4,2019-02-19T18:06:19.797028
2615,4,2019-02-19T18:06:20.017237
2616,21,2019-02-19T18:06:20.896467
2621,9,2019-02-19T18:06:27.615492
2622,4,2019-02-19T18:06:28.540649
2635,2,2019-02-19T18:06:45.208636
2639,4,2019-02-19T18:06:48.714399
2641,16,2019-02-19T18:06:52.759821
2642,21,2019-02-19T18:06:57.144289
2644,9,2019-02-19T18:07:01.885625
2649,17,2019-02-19T18:07:06.678352
2667,4,2019-02-19T18:07:33.893034
2676,4,2019-02-19T18:07:47.514177
2677,10,2019-02-19T18:07:47.676852
2685,9,2019-02-19T18:08:00.871984
2692,17,2019-02-19T18:08:07.797635
2693,4,2019-02-19T18:08:08.093575
2697,17,2019-02-19T18:08:13.289133
2701,16,2019-02-19T18:08:18.513909
2718,17,2019-02-19T18:08:43.776442
2719,9,2019-02-19T18:08:44.373465
2725,8,2019-02-19T18:08:51.017981
2730,3,2019-02-19T18:08:58.506725
2733,4,2019-02-19T18:09:02.048846
2737,9,2019-02-19T18:09:06.202918
2742,1,2019-02-19T18:09:14.460275
2755,17,2019-02-19T18:09:30.536611
2765,17,2019-02-19T18:09:52.097521
2766,4,2019-02-19T18:09:52.669593
2769,17,2019-02-19T18:09:57.656606
2773,11,2019-02-19T18:09:59.848903
2775,3,2019-02-19T18:10:03.256265
2777,17,2019-02-19T18:10:07.113705
2780,20,2019-02-19T18:10:12.934497
2787,4,2019-02-19T18:10:19.445711
2792,17,2019-02-19T18:10:25.759216
2795,2,2019-02-19T18:10:28.131596
2805,9,2019-02-19T18:10:41.420432
2809,4,2019-02-19T18:10:51.319558
2811,20,2019-02-19T18:10:56.335910
2814,4,2019-02-19T18:11:06.239008
2815,2,2019-02-19T18:11:10.596710
2819,2,2019-02-19T18:11:14.741902
2821,4,2019-02-19T18:11:15.809642
2825,10,2019-02-19T18:11:18.628619
2836,1,2019-02-19T18:11:33.234399
2843,17,2019-02-19T18:11:43.657843
2845,17,2019-02-19T18:11:44.313820
2847,20,2019-02-19T18:11:47.271099
2858,17,2019-02-19T18:11:58.972401
2859,9,2019-02-19T18:11:59.442948
2860,4,2019-02-19T18:11:58.520042
2869,17,2019-02-19T18:12:09.004848
2873,11,2019-02-19T18:12:12.094443
2879,4,2019-02-19T18:12:22.590626
2884,17,2019-02-19T18:12:29.614037
2887,1,2019-02-19T18:12:32.298556
2888,2,2019-02-19T18:12:32.578204
2890,9,2019-02-19T18:12:39.354901
2892,2,2019-02-19T18:12:44.822635
2895,18,2019-02-19T18:12:47.016817
2897,21,2019-02-19T18:12:49.331233
2912,4,2019-02-19T18:13:12.928557
2916,17,2019-02-19T18:13:21.651518
2918,3,2019-02-19T18:13:22.801162
2919,2,2019-02-19T18:13:23.803656
2924,10,2019-02-19T18:13:29.594098
2937,2,2019-02-19T18:13:47.699562
2938,3,2019-02-19T18:13:50.229262
2956,20,2019-02-19T18:14:07.864182
2958,1,2019-02-19T18:14:08.393383
2967,11,2019-02-19T18:14:17.739404
2971,9,2019-02-19T18:14:21.388439
2972,10,2019-02-19T18:14:22.616523
2973,19,2019-02-19T18:14:23.102688
2977,4,2019-02-19T18:14:29.266947
2980,4,2019-02-19T18:14:33.446730
2984,20,2019-02-19T18:14:37.931867
2991,9,2019-02-19T18:14:51.015439
2994,17,2019-02-19T18:14:55.415111
2998,2,2019-02-19T18:15:01.921872
2999,17,2019-02-19T18:15:03.821839
3004,16,2019-02-19T18:15:12.486060
3006,1,2019-02-19T18:15:14.130104
3008,1,2019-02-19T18:15:17.093775
3016,18,2019-02-19T18:15:27.928016
3018,4,2019-02-19T18:15:31.428703
3020,17,2019-02-19T18:15:31.780313
3030,9,2019-02-19T18:15:42.791529
3036,17,2019-02-19T18:15:59.186909
3058,1,2019-02-19T18:16:22.666382
3059,5,2019-02-19T18:16:24.240213
3060,17,2019-02-19T18:16:24.635031
3063,9,2019-02-19T18:16:28.208460
3066,3,2019-02-19T18:16:31.471615
3076,6,2019-02-19T18:16:47.710554
3082,9,2019-02-19T18:16:53.127698
3089,9,2019-02-19T18:17:04.030103
3092,5,2019-02-19T18:17:05.991435
3095,9,2019-02-19T18:17:09.875721
3099,10,2019-02-19T18:17:20.669869
3108,1,2019-02-19T18:17:34.929157
3110,16,2019-02-19T18:17:36.030009
3116,17,2019-02-19T18:17:40.614113
3121,17,2019-02-19T18:17:43.677359
3124,20,2019-02-19T18:17:45.316022
3133,4,2019-02-19T18:17:55.567198
3141,9,2019-02-19T18:18:02.277805
3145,4,2019-02-19T18:18:07.003686
3146,1,2019-02-19T18:18:09.759689
3148,20,2019-02-19T18:18:10.756340
3162,20,2019-02-19T18:18:20.220147
3164,21,2019-02-19T18:18:22.537121
3168,17,2019-02-19T18:18:35.804939
3171,4,2019-02-19T18:18:42.106601
3180,16,2019-02-19T18:18:57.531278
3188,17,2019-02-19T18:19:15.031559
3195,20,2019-02-19T18:19:24.956165
3201,17,2019-02-19T18:19:28.822815
3211,11,2019-02-19T18:19:41.115427
3215,9,2019-02-19T18:19:46.820682
3216,17,2019-02-19T18:19:47.784104
3225,9,2019-02-19T18:20:05.982189
3229,2,2019-02-19T18:20:12.671496
3232,9,2019-02-19T18:20:14.666105
3240,6,2019-02-19T18:20:30.210621
3249,17,2019-02-19T18:20:43.463661
3252,5,2019-02-19T18:20:46.438966
3254,17,2019-02-19T18:20:49.873923
3272,17,2019-02-19T18:21:08.412658
3276,9,2019-02-19T18:21:12.027434
3281,17,2019-02-19T18:21:19.001280
3285,17,2019-02-19T18:21:33.695109
3290,17,2019-02-19T18:21:43.942042
3295,14,2019-02-19T18:21:56.020102
3296,18,2019-02-19T18:21:58.683551
3299,9,2019-02-19T18:22:01.125794
3300,10,2019-02-19T18:22:02.843136
3301,3,2019-02-19T18:22:05.295482
3302,2,2019-02-19T18:22:05.884406
3304,17,2019-02-19T18:22:08.451303
3307,21,2019-02-19T18:22:09.680885
3308,4,2019-02-19T18:22:10.442090
3317,17,2019-02-19T18:22:16.257778
3328,4,2019-02-19T18:22:35.219188
3332,9,2019-02-19T18:22:40.033616
3337,16,2019-02-19T18:22:44.707354
3344,17,2019-02-19T18:22:57.950206
3345,9,2019-02-19T18:22:59.785564
3348,17,2019-02-19T18:23:02.288621
3349,16,2019-02-19T18:23:07.004823
3350,2,2019-02-19T18:23:07.124605
3354,9,2019-02-19T18:23:14.718204
3357,2,2019-02-19T18:23:21.037700
3369,9,2019-02-19T18:23:34.550169
3370,9,2019-02-19T18:23:35.262472
3376,1,2019-02-19T18:23:43.295379
3379,17,2019-02-19T18:23:47.111809
3386,3,2019-02-19T18:23:59.555092
3387,17,2019-02-19T18:24:00.482199
3388,20,2019-02-19T18:24:00.886129
3390,17,2019-02-19T18:24:05.145151
3391,17,2019-02-19T18:24:07.798394
3399,4,2019-02-19T18:24:15.228584
3403,17,2019-02-19T18:24:21.591630
3409,4,2019-02-19T18:24:33.241811
3412,1,2019-02-19T18:24:38.008724
3414,17,2019-02-19T18:24:40.663399
3417,2,2019-02-19T18:24:45.012877
3420,2,2019-02-19T18:24:49.062835
3428,17,2019-02-19T18:25:00.370398
3429,4,2019-02-19T18:25:03.543563
3438,17,2019-02-19T18:25:14.429878
3442,17,2019-02-19T18:25:17.960249
3448,17,2019-02-19T18:25:26.234210
3453,17,2019-02-19T18:25:32.105195
3454,19,2019-02-19T18:25:32.875760
3456,4,2019-02-19T18:25:35.814293
3465,17,2019-02-19T18:25:50.328331
3469,4,2019-02-19T18:25:53.349262
3473,9,2019-02-19T18:26:02.077275
3477,4,2019-02-19T18:26:05.390407
3479,9,2019-02-19T18:26:09.636893
3488,9,2019-02-19T18:26:27.005557
3492,17,2019-02-19T18:26:29.657480
3493,9,2019-02-19T18:26:30.549505
3494,3,2019-02-19T18:26:32.107939
3499,18,2019-02-19T18:26:35.893144
3503,9,2019-02-19T18:26:43.203064
3510,3,2019-02-19T18:26:53.594250
3515,3,2019-02-19T18:27:02.350332
3517,17,2019-02-19T18:27:03.669799
3525,3,2019-02-19T18:27:15.809168
3530,4,2019-02-19T18:27:19.733455
3533,17,2019-02-19T18:27:24.594465
3534,18,2019-02-19T18:27:25.139969
3538,17,2019-02-19T18:27:31.260657
3549,17,2019-02-19T18:27:41.399301
3553,17,2019-02-19T18:27:51.969512
3563,6,2019-02-19T18:28:02.125454
3571,9,2019-02-19T18:28:11.982201
3580,20,2019-02-19T18:28:29.330027
3589,17,2019-02-19T18:28:38.262539
3595,17,2019-02-19T18:28:44.981315
3601,4,2019-02-19T18:28:48.286700
3606,16,2019-02-19T18:28:50.859004
3612,4,2019-02-19T18:28:57.530902
3615,3,2019-02-19T18:28:59.373900
3620,17,2019-02-19T18:29:06.467483
3623,9,2019-02-19T18:29:07.859348
3633,17,2019-02-19T18:29:18.516117
3635,2,2019-02-19T18:29:21.077778
3641,2,2019-02-19T18:29:24.279353
3647,17,2019-02-19T18:29:33.142220
3650,9,2019-02-19T18:29:36.490809
3652,3,2019-02-19T18:29:43.146303
3654,3,2019-02-19T18:29:51.358855
3660,3,2019-02-19T18:29:54.170945
3665,2,2019-02-19T18:30:02.846260
3667,17,2019-02-19T18:30:03.758039
3684,17,2019-02-19T18:30:29.559734
3690,17,2019-02-19T18:30:35.826075
3694,10,2019-02-19T18:30:44.093086
3695,9,2019-02-19T18:30:44.324267
3709,16,2019-02-19T18:31:04.965768
3711,17,2019-02-19T18:31:07.809574
3712,17,2019-02-19T18:31:08.840762
3718,9,2019-02-19T18:31:13.780113
3727,17,2019-02-19T18:31:23.759724
3735,20,2019-02-19T18:31:29.529983
3739,17,2019-02-19T18:31:34.935055
3743,17,2019-02-19T18:31:37.036065
3750,21,2019-02-19T18:31:41.303802
3756,4,2019-02-19T18:31:50.518536
3757,21,2019-02-19T18:31:54.841846
3761,6,2019-02-19T18:32:03.082934
3775,9,2019-02-19T18:32:27.000964
3777,4,2019-02-19T18:32:30.506891
3778,17,2019-02-19T18:32:31.353691
3784,9,2019-02-19T18:32:35.394328
3785,4,2019-02-19T18:32:36.815148
3793,4,2019-02-19T18:32:46.578887
3798,17,2019-02-19T18:32:49.172776
3803,20,2019-02-19T18:32:55.379841
3805,6,2019-02-19T18:32:58.999586
3814,17,2019-02-19T18:33:05.878644
3815,17,2019-02-19T18:33:06.547547
3817,1,2019-02-19T18:33:09.439141
3819,11,2019-02-19T18:33:14.495204
3826,4,2019-02-19T18:33:22.962310
3827,18,2019-02-19T18:33:23.166917
3828,10,2019-02-19T18:33:24.623633
3830,4,2019-02-19T18:33:27.294738
3835,3,2019-02-19T18:33:35.001645
3837,9,2019-02-19T18:33:37.436911
3838,4,2019-02-19T18:33:39.049810
3839,17,2019-02-19T18:33:40.184510
3840,17,2019-02-19T18:33:40.467529
3844,16,2019-02-19T18:33:44.721942
3845,2,2019-02-19T18:33:45.847337
3846,9,2019-02-19T18:33:46.517794
3847,16,2019-02-19T18:33:52.713624
3855,6,2019-02-19T18:34:03.932503
3859,20,2019-02-19T18:34:08.998869
3861,16,2019-02-19T18:34:10.733857
3863,11,2019-02-19T18:34:13.240410
3872,18,2019-02-19T18:34:23.811345
3876,3,2019-02-19T18:34:31.134331
3877,11,2019-02-19T18:34:31.511091
3878,4,2019-02-19T18:34:34.741456
3882,19,2019-02-19T18:34:37.294990
3884,16,2019-02-19T18:34:38.512186
3885,11,2019-02-19T18:34:39.062139
3892,17,2019-02-19T18:34:47.139325
3895,10,2019-02-19T18:34:51.422644
3899,17,2019-02-19T18:34:59.805341
3908,21,2019-02-19T18:35:08.183289
3917,3,2019-02-19T18:35:17.663704
3923,4,2019-02-19T18:35:26.997988
3927,17,2019-02-19T18:35:38.480019
3934,9,2019-02-19T18:35:44.383398
3940,4,2019-02-19T18:35:54.101009
3952,3,2019-02-19T18:36:13.483704
3954,17,2019-02-19T18:36:14.884986
3955,3,2019-02-19T18:36:15.202260
3961,9,2019-02-19T18:36:19.262738
3971,1,2019-02-19T18:36:37.653081
3980,3,2019-02-19T18:36:44.295571
3987,16,2019-02-19T18:36:51.934897
3989,9,2019-02-19T18:36:55.068437
3990,17,2019-02-19T18:36:55.649333
3994,17,2019-02-19T18:36:57.068421
3998,1,2019-02-19T18:37:02.398132
3999,2,2019-02-19T18:37:04.136749
4000,17,2019-02-19T18:37:04.627770
4003,4,2019-02-19T18:37:06.144842
4006,5,2019-02-19T18:37:08.586617
4008,19,2019-02-19T18:37:13.246398
4010,3,2019-02-19T18:37:17.721696
4019,17,2019-02-19T18:37:24.364709
4022,17,2019-02-19T18:37:28.559053
4023,4,2019-02-19T18:37:29.946824
4050,21,2019-02-19T18:38:08.733804
4059,3,2019-02-19T18:38:20.024406
4060,10,2019-02-19T18:38:19.627004
4067,16,2019-02-19T18:38:29.510273
4069,9,2019-02-19T18:38:30.144620
4078,10,2019-02-19T18:38:46.002730
4079,9,2019-02-19T18:38:47.035545
4082,17,2019-02-19T18:38:52.830861
4083,3,2019-02-19T18:38:53.181863
4085,10,2019-02-19T18:38:59.674913
4086,20,2019-02-19T18:39:01.980623
4090,17,2019-02-19T18:39:04.841296
4096,17,2019-02-19T18:39:07.637032
4103,16,2019-02-19T18:39:18.145601
4104,17,2019-02-19T18:39:20.895482
4116,3,2019-02-19T18:39:46.909130
4117,17,2019-02-19T18:39:48.705328
4123,2,2019-02-19T18:40:01.440723
4124,21,2019-02-19T18:40:02.663697
4125,17,2019-02-19T18:40:04.823100
4130,9,2019-02-19T18:40:08.372697
4133,11,2019-02-19T18:40:13.010769
4135,9,2019-02-19T18:40:21.047975
4138,16,2019-02-19T18:40:26.205655
4141,18,2019-02-19T18:40:28.881889
4142,16,2019-02-19T18:40:29.888660
4144,10,2019-02-19T18:40:30.997574
4146,11,2019-02-19T18:40:31.527565
4150,11,2019-02-19T18:40:35.920743
4151,16,2019-02-19T18:40:36.166926
4154,17,2019-02-19T18:40:39.278099
4156,4,2019-02-19T18:40:40.849308
4165,11,2019-02-19T18:40:47.208819
4167,10,2019-02-19T18:40:48.262931
4181,9,2019-02-19T18:40:59.893915
4182,4,2019-02-19T18:41:01.886199
4189,17,2019-02-19T18:41:09.338963
4197,17,2019-02-19T18:41:18.861435
4200,17,2019-02-19T18:41:21.889708
4205,3,2019-02-19T18:41:30.011526
4207,2,2019-02-19T18:41:31.490243
4219,4,2019-02-19T18:41:48.535168
4236,17,2019-02-19T18:42:12.806885
4251,21,2019-02-19T18:42:32.235759
4253,4,2019-02-19T18:42:32.402691
4257,3,2019-02-19T18:42:39.338114
4258,20,2019-02-19T18:42:39.859937
4265,4,2019-02-19T18:42:47.283315
4278,17,2019-02-19T18:43:04.768464
4279,17,2019-02-19T18:43:05.488020
4287,17,2019-02-19T18:43:13.880674
4291,18,2019-02-19T18:43:16.936220
4298,2,2019-02-19T18:43:24.746763
4301,3,2019-02-19T18:43:26.455112
4307,2,2019-02-19T18:43:34.427498
4310,3,2019-02-19T18:43:35.855779
4312,17,2019-02-19T18:43:37.123858
4325,20,2019-02-19T18:43:49.157743
4337,2,2019-02-19T18:44:00.517190
4338,17,2019-02-19T18:44:00.831901
4340,9,2019-02-19T18:44:02.741108
4343,18,2019-02-19T18:44:04.251832
4344,1,2019-02-19T18:44:05.116154
4345,17,2019-02-19T18:44:05.715733
4346,9,2019-02-19T18:44:06.645768
4347,3,2019-02-19T18:44:08.292362
4351,20,2019-02-19T18:44:13.004764
4353,17,2019-02-19T18:44:14.799347
4366,17,2019-02-19T18:44:39.429245
4368,17,2019-02-19T18:44:46.280867
4371,3,2019-02-19T18:44:49.505239
4372,6,2019-02-19T18:44:50.774008
4378,11,2019-02-19T18:44:56.476997
4393,9,2019-02-19T18:45:17.512627
4395,9,2019-02-19T18:45:18.242707
4397,4,2019-02-19T18:45:19.570065
4405,18,2019-02-19T18:45:27.965936
4407,20,2019-02-19T18:45:28.596295
4416,4,2019-02-19T18:45:48.006215
4419,17,2019-02-19T18:45:49.979916
4421,17,2019-02-19T18:45:53.730545
4425,16,2019-02-19T18:46:00.257381
4431,3,2019-02-19T18:46:08.159367
4432,1,2019-02-19T18:46:10.070271
4441,9,2019-02-19T18:46:26.452446
4450,17,2019-02-19T18:46:30.515639
4455,7,2019-02-19T18:46:35.821814
4457,3,2019-02-19T18:46:42.294768
4463,3,2019-02-19T18:46:45.613657
4466,17,2019-02-19T18:46:47.930452
4478,1,2019-02-19T18:46:56.479359
4483,17,2019-02-19T18:47:00.605347
4495,9,2019-02-19T18:47:20.106070
4496,10,2019-02-19T18:47:22.271308
4498,4,2019-02-19T18:47:23.108915
4506,4,2019-02-19T18:47:27.198804
4507,9,2019-02-19T18:47:31.712793
4534,20,2019-02-19T18:47:59.910111
4541,17,2019-02-19T18:48:07.510310
4556,22,2019-02-19T18:48:27.558169
4557,9,2019-02-19T18:48:28.101445
4561,4,2019-02-19T18:48:30.729292
4567,17,2019-02-19T18:48:38.153629
4574,3,2019-02-19T18:48:44.457717
4579,3,2019-02-19T18:48:52.416039
4582,4,2019-02-19T18:48:54.748616
4588,9,2019-02-19T18:49:00.620756
4589,18,2019-02-19T18:49:00.801341
4595,17,2019-02-19T18:49:10.779151
4598,17,2019-02-19T18:49:14.226549
4604,9,2019-02-19T18:49:18.771462
4613,4,2019-02-19T18:49:28.190245
4615,4,2019-02-19T18:49:29.968657
4616,1,2019-02-19T18:49:30.693651
4617,17,2019-02-19T18:49:31.850328
4622,1,2019-02-19T18:49:39.153372
4646,17,2019-02-19T18:50:06.872366
4647,11,2019-02-19T18:50:07.680413
4653,4,2019-02-19T18:50:15.832315
4654,17,2019-02-19T18:50:16.877762
4661,17,2019-02-19T18:50:21.791757
4662,17,2019-02-19T18:50:23.006036
4668,9,2019-02-19T18:50:31.808928
4672,4,2019-02-19T18:50:38.870589
4681,2,2019-02-19T18:50:52.068162
4682,9,2019-02-19T18:50:54.772033
4697,4,2019-02-19T18:51:15.817732
4699,3,2019-02-19T18:51:17.756216
4703,4,2019-02-19T18:51:21.481696
4705,17,2019-02-19T18:51:23.493215
4709,17,2019-02-19T18:51:25.925213
4712,4,2019-02-19T18:51:27.000872
4717,3,2019-02-19T18:51:34.819364
4718,17,2019-02-19T18:51:35.478136
4722,17,2019-02-19T18:51:36.597701
4725,17,2019-02-19T18:51:40.154327
4727,1,2019-02-19T18:51:41.742005
4732,9,2019-02-19T18:51:51.100680
4744,4,2019-02-19T18:52:07.716881
4747,3,2019-02-19T18:52:10.858272
4749,17,2019-02-19T18:52:14.155494
4752,3,2019-02-19T18:52:19.009565
4754,11,2019-02-19T18:52:23.294874
4757,16,2019-02-19T18:52:30.234862
4766,16,2019-02-19T18:52:46.654909
4771,2,2019-02-19T18:52:48.124426
4772,4,2019-02-19T18:52:49.637014
4776,11,2019-02-19T18:52:57.724516
4780,3,2019-02-19T18:53:03.324624
4782,9,2019-02-19T18:53:04.905560
4784,10,2019-02-19T18:53:05.539885
4786,17,2019-02-19T18:53:07.262954
4787,19,2019-02-19T18:53:07.737297
4793,17,2019-02-19T18:53:12.637643
4808,11,2019-02-19T18:53:29.052454
4811,17,2019-02-19T18:53:34.818545
4813,10,2019-02-19T18:53:40.846630
4818,17,2019-02-19T18:53:48.596022
4820,16,2019-02-19T18:53:50.025100
4822,16,2019-02-19T18:53:53.009764
4825,17,2019-02-19T18:53:57.518398
4832,17,2019-02-19T18:54:04.354990
4839,11,2019-02-19T18:54:08.113382
4840,9,2019-02-19T18:54:09.742058
4861,2,2019-02-19T18:54:33.676372
4865,18,2019-02-19T18:54:39.036504
4867,4,2019-02-19T18:54:44.262297
4870,18,2019-02-19T18:54:46.040611
4872,18,2019-02-19T18:54:47.696697
4877,17,2019-02-19T18:54:52.629242
4878,9,2019-02-19T18:54:53.795252
4879,21,2019-02-19T18:54:54.933665
4880,17,2019-02-19T18:54:55.394505
4888,4,2019-02-19T18:55:05.106148
4891,9,2019-02-19T18:55:09.637875
4894,9,2019-02-19T18:55:12.712612
4897,18,2019-02-19T18:55:14.200022
4898,9,2019-02-19T18:55:13.662095
4902,9,2019-02-19T18:55:16.766428
4908,18,2019-02-19T18:55:24.403245
4914,16,2019-02-19T18:55:34.820341
4918,1,2019-02-19T18:55:43.328269
4922,3,2019-02-19T18:55:47.542230
4925,16,2019-02-19T18:55:50.476802
4931,2,2019-02-19T18:55:54.034292
4933,1,2019-02-19T18:55:55.262086
4938,17,2019-02-19T18:56:03.306991
4941,9,2019-02-19T18:56:04.046259
4945,16,2019-02-19T18:56:08.341838
4950,17,2019-02-19T18:56:11.867978
4959,9,2019-02-19T18:56:26.072404
4979,19,2019-02-19T18:56:43.707783
4981,17,2019-02-19T18:56:48.064497
4984,9,2019-02-19T18:56:53.478359
4985,3,2019-02-19T18:56:54.190487
5001,3,2019-02-19T18:57:13.007641
5002,3,2019-02-19T18:57:13.596959
5003,17,2019-02-19T18:57:14.262659
5010,21,2019-02-19T18:57:21.488687
5014,17,2019-02-19T18:57:24.544404
5018,1,2019-02-19T18:57:25.644521
5020,9,2019-02-19T18:57:28.985874
5021,20,2019-02-19T18:57:29.001976
5022,17,2019-02-19T18:57:29.992608
5023,17,2019-02-19T18:57:30.176973
5024,20,2019-02-19T18:57:32.462559
5025,20,2019-02-19T18:57:34.061852
5031,9,2019-02-19T18:57:39.870018
5032,9,2019-02-19T18:57:40.377837
5039,17,2019-02-19T18:57:45.072693
5040,20,2019-02-19T18:57:45.558584
5044,14,2019-02-19T18:57:48.177435
5046,4,2019-02-19T18:57:50.026584
5048,21,2019-02-19T18:57:52.962698
5054,9,2019-02-19T18:57:58.482457
5056,3,2019-02-19T18:57:59.280754
5057,17,2019-02-19T18:58:03.581554
5063,20,2019-02-19T18:58:06.819307
5068,3,2019-02-19T18:58:11.734977
5076,17,2019-02-19T18:58:21.124854
5086,20,2019-02-19T18:58:30.132341
5091,3,2019-02-19T18:58:38.286584
5101,17,2019-02-19T18:58:53.089561
5116,9,2019-02-19T18:59:08.365739
5121,16,2019-02-19T18:59:12.152616
5122,17,2019-02-19T18:59:12.761622
5128,17,2019-02-19T18:59:15.397492
5132,4,2019-02-19T18:59:18.919576
5139,11,2019-02-19T18:59:25.161915
5143,16,2019-02-19T18:59:29.211233
5145,11,2019-02-19T18:59:31.836438
5146,17,2019-02-19T18:59:33.367426
5147,11,2019-02-19T18:59:39.760841
5154,20,2019-02-19T18:59:48.540574
5159,17,2019-02-19T18:59:53.191824
5162,4,2019-02-19T18:59:54.941964
5163,9,2019-02-19T18:59:55.519164
5166,2,2019-02-19T18:59:57.127974
5170,11,2019-02-19T18:59:59.667206
5175,17,2019-02-19T19:00:04.250217
5181,9,2019-02-19T19:00:10.910379
5182,4,2019-02-19T19:00:11.463212
5188,4,2019-02-19T19:00:22.329677
5192,17,2019-02-19T19:00:24.539379
5200,17,2019-02-19T19:00:33.088866
5202,17,2019-02-19T19:00:35.822559
5210,3,2019-02-19T19:00:51.070732
5213,1,2019-02-19T19:00:52.841392
5214,11,2019-02-19T19:00:53.430973
5220,9,2019-02-19T19:01:01.637738
5221,17,2019-02-19T19:01:02.324337
5226,17,2019-02-19T19:01:05.349168
5227,3,2019-02-19T19:01:05.904451
5229,9,2019-02-19T19:01:06.807421
5239,9,2019-02-19T19:01:18.005726
5241,3,2019-02-19T19:01:18.577131
5242,17,2019-02-19T19:01:21.292086
5244,17,2019-02-19T19:01:22.534594
5248,17,2019-02-19T19:01:24.387824
5253,17,2019-02-19T19:01:29.352020
5254,5,2019-02-19T19:01:29.817490
5256,3,2019-02-19T19:01:31.240015
5259,9,2019-02-19T19:01:34.341090
5263,17,2019-02-19T19:01:37.117004
5268,17,2019-02-19T19:01:40.322030
5269,17,2019-02-19T19:01:39.814901
5270,17,2019-02-19T19:01:41.485256
5282,4,2019-02-19T19:01:53.112686
5286,20,2019-02-19T19:01:55.872302
5291,17,2019-02-19T19:01:59.167286
5294,9,2019-02-19T19:02:01.879156
5301,17,2019-02-19T19:02:08.917736
5306,17,2019-02-19T19:02:15.951900
5309,17,2019-02-19T19:02:19.400170
5315,6,2019-02-19T19:02:24.812066
5330,9,2019-02-19T19:02:36.298799
5339,4,2019-02-19T19:02:45.858465
5355,16,2019-02-19T19:02:56.516584
5361,4,2019-02-19T19:03:02.163410
5362,4,2019-02-19T19:03:02.751630
5366,1,2019-02-19T19:03:05.166545
5374,13,2019-02-19T19:03:10.020587
5391,9,2019-02-19T19:03:30.088607
5396,9,2019-02-19T19:03:41.661595
5399,4,2019-02-19T19:03:43.575983
5403,9,2019-02-19T19:03:48.068320
5404,2,2019-02-19T19:03:48.815795
5405,11,2019-02-19T19:03:49.572136
5411,17,2019-02-19T19:03:52.449609
5419,21,2019-02-19T19:04:00.680345
5420,18,2019-02-19T19:04:01.549285
5421,4,2019-02-19T19:04:00.814353
5428,9,2019-02-19T19:04:06.738749
5456,17,2019-02-19T19:04:23.138509
5457,17,2019-02-19T19:04:23.706858
5459,17,2019-02-19T19:04:24.714808
5460,10,2019-02-19T19:04:25.233123
5465,4,2019-02-19T19:04:27.763967
5475,20,2019-02-19T19:04:41.637635
5489,16,2019-02-19T19:04:55.273673
5492,6,2019-02-19T19:04:56.586061
5494,1,2019-02-19T19:04:58.441294
5498,4,2019-02-19T19:05:01.087322
5499,17,2019-02-19T19:05:01.615695
5502,2,2019-02-19T19:05:04.744909
5503,3,2019-02-19T19:05:05.746476
5505,16,2019-02-19T19:05:06.824960
5512,17,2019-02-19T19:05:13.222487
5514,1,2019-02-19T19:05:15.103276
5517,9,2019-02-19T19:05:18.083954
5519,3,2019-02-19T19:05:20.127385
5527,11,2019-02-19T19:05:27.849244
5528,4,2019-02-19T19:05:28.985008
5532,17,2019-02-19T19:05:31.380569
5538,4,2019-02-19T19:05:38.139996
5542,4,2019-02-19T19:05:47.058244
5547,17,2019-02-19T19:05:52.735610
5548,17,2019-02-19T19:05:52.861345
5550,9,2019-02-19T19:05:54.016773
5552,11,2019-02-19T19:05:56.793250
5559,17,2019-02-19T19:05:59.878581
5568,10,2019-02-19T19:06:07.849332
5569,1,2019-02-19T19:06:07.921270
5571,11,2019-02-19T19:06:09.298434
5579,6,2019-02-19T19:06:19.161956
5584,3,2019-02-19T19:06:25.675438
5594,9,2019-02-19T19:06:31.766668
5597,9,2019-02-19T19:06:36.223807
5599,17,2019-02-19T19:06:37.331499
5600,10,2019-02-19T19:06:37.852602
5601,9,2019-02-19T19:06:35.705749
5616,9,2019-02-19T19:06:48.443109
5619,17,2019-02-19T19:06:51.244085
5622,17,2019-02-19T19:06:53.343376
5625,11,2019-02-19T19:06:54.740326
5628,21,2019-02-19T19:06:57.413841
5635,4,2019-02-19T19:07:04.299346
5636,3,2019-02-19T19:07:04.318135
5641,17,2019-02-19T19:07:09.399459
5650,9,2019-02-19T19:07:17.180143
5651,16,2019-02-19T19:07:18.338613
5654,4,2019-02-19T19:07:20.192417
5657,11,2019-02-19T19:07:22.781017
5661,9,2019-02-19T19:07:27.244125
5663,16,2019-02-19T19:07:29.994740
5665,9,2019-02-19T19:07:31.615802
5669,3,2019-02-19T19:07:36.055773
